iter	TotalF1	MultiClass
1720	0.9882315132	0.1105685498
1721	0.9883351918	0.1104505479
1722	0.9883351918	0.1103829614
1723	0.9883351918	0.1103293601
1724	0.9883351918	0.1103030606
1725	0.9883351918	0.110265608
1726	0.9883351918	0.1102269877
1727	0.9883351918	0.110172668
1728	0.9883351918	0.1101480518
1729	0.9883351918	0.110098809
1730	0.9883351918	0.1100299715
1731	0.9883351918	0.1099404963
1732	0.9883351918	0.1099268625
1733	0.9884394093	0.1098848834
1734	0.9883351918	0.109809846
1735	0.9885430837	0.1097708675
1736	0.9886467542	0.1096681509
1737	0.9886467542	0.1096415351
1738	0.9886467542	0.1095390013
1739	0.9886467542	0.1095003171
1740	0.9887508386	0.1094261144
1741	0.9887508386	0.1093574257
1742	0.9886466211	0.1092973497
1743	0.9886466211	0.1091896471
1744	0.9886466211	0.1091260731
1745	0.9886466211	0.1090460822
1746	0.9887502903	0.10898288
1747	0.9886466211	0.1089251512
1748	0.9886466211	0.1089125353
1749	0.9887502903	0.1088390839
1750	0.9887502903	0.1087758793
1751	0.9887502903	0.1087506219
1752	0.9888545078	0.1086905765
1753	0.9888545078	0.1086555178
1754	0.9888545078	0.1085925039
1755	0.9888545078	0.1085327969
1756	0.9888545078	0.1084616128
1757	0.9888545078	0.1083716215
1758	0.9889587025	0.1082923811
1759	0.9889587025	0.108266284
1760	0.9889587025	0.1082376617
1761	0.9889587025	0.108183883
1762	0.9889587025	0.1081676217
1763	0.9889587025	0.1081431652
1764	0.9890623682	0.1080695703
1765	0.9890623682	0.1080523754
1766	0.9890623682	0.1080288231
1767	0.9890623682	0.1080095187
1768	0.9890623682	0.1079519493
1769	0.9890623682	0.1079153276
1770	0.9890623682	0.1078909956
1771	0.9890623682	0.1077817238
1772	0.9890623682	0.1077344266
1773	0.9890623682	0.1077055962
1774	0.9890623682	0.107663585
1775	0.9890623682	0.1076106268
1776	0.9890623682	0.1075146336
1777	0.9890623682	0.1074683473
1778	0.9890623682	0.1074537903
1779	0.989166497	0.1073771511
1780	0.989166497	0.1073444033
1781	0.989166497	0.107276427
1782	0.989166497	0.1072415381
1783	0.989166497	0.10716302
1784	0.989166497	0.10712355
1785	0.989166497	0.1070251461
1786	0.989166497	0.1069788487
1787	0.989166497	0.1069111096
1788	0.989166497	0.1068616816
1789	0.9892706882	0.1067727608
1790	0.9894791249	0.1066817908
1791	0.9894791249	0.1066629332
1792	0.9894791249	0.1065945784
1793	0.9894791249	0.1065563953
1794	0.9895833375	0.106525505
1795	0.9895833375	0.1064908409
1796	0.9895833375	0.1063951214
1797	0.9894789833	0.1063483297
1798	0.9894789833	0.1062873546
1799	0.9894789833	0.1062133045
1800	0.9894789833	0.1061712035
1801	0.9894789833	0.1061222984
1802	0.9895833375	0.1060845098
1803	0.9895833375	0.1059633823
1804	0.9895833375	0.1058754869
1805	0.9896875108	0.1058320981
1806	0.9896875108	0.1057811507
1807	0.9897916579	0.1057341454
1808	0.9897916579	0.1056677014
1809	0.9897916579	0.1056085055
1810	0.989895829	0.1055626221
1811	0.989895829	0.1055064927
1812	0.9897916819	0.1054874239
1813	0.9897916819	0.105474422
1814	0.9897916819	0.1054556191
1815	0.9897916819	0.1053980023
1816	0.9898958676	0.1053289975
1817	0.9897916579	0.1052858035
1818	0.9900000183	0.1051915004
1819	0.9900000183	0.105158558
1820	0.9900000387	0.1051093244
1821	0.9900000387	0.105041831
1822	0.9900000387	0.1050242226
1823	0.9902083858	0.1049672914
1824	0.9901041969	0.1049176195
1825	0.9901041969	0.1048343439
1826	0.9901041969	0.1047949882
1827	0.9903125143	0.104756996
1828	0.990416238	0.1046830597
1829	0.9903120669	0.1046067387
1830	0.9903120669	0.1045909777
1831	0.990207878	0.1045639808
1832	0.9901041542	0.1045162295
1833	0.990208786	0.1044682477
1834	0.990417222	0.1044141007
1835	0.9905213813	0.104350836
1836	0.9905213813	0.104321498
1837	0.9905213813	0.1042858672
1838	0.9904171802	0.1042355238
1839	0.9905213813	0.1041715339
1840	0.9904167495	0.1041071553
1841	0.9904167317	0.1040041264
1842	0.9907297154	0.1039336814
1843	0.9905208946	0.1038619447
1844	0.9905208946	0.1038402996
1845	0.9906255264	0.1037934923
1846	0.9905208946	0.103723575
1847	0.9906250193	0.1037091396
1848	0.9907292511	0.103644935
1849	0.9906250784	0.1036108069
1850	0.9906250784	0.1035923725
1851	0.99083344	0.1035187033
1852	0.99083344	0.1035018207
1853	0.99083344	0.1034558587
1854	0.9906250836	0.103401339
1855	0.9908338861	0.1033448696
1856	0.9908338861	0.1033121801
1857	0.9908338861	0.103265439
1858	0.9907292543	0.103182167
1859	0.9909379439	0.1030972443
1860	0.990833755	0.1030382421
1861	0.9910424705	0.1029970211
1862	0.9910431055	0.1029423916
1863	0.9909379069	0.1029007925
1864	0.9909375252	0.1028466283
1865	0.9911458849	0.1027641059
1866	0.9910416959	0.1027261444
1867	0.9912508227	0.1026084729
1868	0.9912508227	0.1025827284
1869	0.9913550116	0.102543173
1870	0.9913550116	0.102492917
1871	0.9913550116	0.1024531534
1872	0.9913550116	0.1024385363
1873	0.9913550116	0.1024254334
1874	0.9913550116	0.1023610226
1875	0.9913550116	0.1022920698
1876	0.9913550116	0.1022484888
1877	0.9913550116	0.1021851419
1878	0.9912508227	0.1021381101
1879	0.9912508227	0.1021144747
1880	0.9911466677	0.1020251105
1881	0.9910421064	0.1019654961
1882	0.9911462953	0.10189068
1883	0.9911462953	0.1018251781
1884	0.9911462953	0.1017709749
1885	0.9915630466	0.1016798522
1886	0.9915630466	0.1016445579
1887	0.9915632181	0.1015903893
1888	0.9915632181	0.1015796153
1889	0.9915633602	0.1015428325
1890	0.9915630579	0.1014753675
1891	0.9917719142	0.1014244576
1892	0.9917719142	0.1013554802
1893	0.9917719142	0.1013166654
1894	0.9916679258	0.1012033004
1895	0.9916679258	0.1011403917
1896	0.9916679258	0.1010903758
1897	0.9916679258	0.1010666788
1898	0.9916679258	0.1009843942
1899	0.9916679258	0.1009651265
1900	0.9916679258	0.1009115137
1901	0.9916679258	0.1008789248
1902	0.9917719142	0.1008329153
1903	0.9917719142	0.1007772684
1904	0.9917719142	0.1007358696
1905	0.9917719142	0.1006691227
1906	0.9918760831	0.100600464
1907	0.9918760831	0.1005482937
1908	0.9919802688	0.1005145503
1909	0.9919805801	0.1004180006
1910	0.9918760831	0.1003251422
1911	0.9918760831	0.1003083917
1912	0.9918760831	0.1002830259
1913	0.9918760831	0.1002676835
1914	0.9919800685	0.1001980065
1915	0.9920842681	0.1001514695
1916	0.9920842681	0.100055329
1917	0.9919800853	0.1000304678
1918	0.9918758996	0.0999425313
1919	0.9919800629	0.09984394559
1920	0.9919800629	0.09982507523
1921	0.9920842487	0.09977677254
1922	0.9920842487	0.09973265948
1923	0.9920842487	0.0996773048
1924	0.9920842487	0.09965745469
1925	0.9921884112	0.09960295809
1926	0.9921884315	0.09955009974
1927	0.9920842487	0.09953266611
1928	0.9920842487	0.09951633795
1929	0.9923966075	0.09946242403
1930	0.99250077	0.09942610501
1931	0.99250077	0.09939540131
1932	0.99250077	0.09934016281
1933	0.99250077	0.09929680349
1934	0.99250077	0.09927793989
1935	0.99250077	0.09920675461
1936	0.99250077	0.09916903042
1937	0.99250077	0.09913022457
1938	0.9923965872	0.09909215821
1939	0.9926049416	0.09902392124
1940	0.9926049416	0.09897859709
1941	0.9925007483	0.09891767828
1942	0.9925007588	0.09886619578
1943	0.9925007588	0.0988516171
1944	0.9925007588	0.09877707523
1945	0.9925007588	0.09872290635
1946	0.9925007588	0.09870228437
1947	0.9926050478	0.0986265467
1948	0.9925007588	0.09853889022
1949	0.9926050478	0.09847688198
1950	0.9927094129	0.09842722722
1951	0.9927094129	0.09839968921
1952	0.9927094129	0.09838176518
1953	0.9926051232	0.09828119277
1954	0.9925007588	0.09823284797
1955	0.9926051232	0.0981635659
1956	0.9926051232	0.0981456547
1957	0.9926051232	0.09811026157
1958	0.9926051232	0.09804842487
1959	0.9926051232	0.09802950294
1960	0.9925009517	0.09796791606
1961	0.9926051232	0.09795707762
1962	0.9926051232	0.09794210978
1963	0.9927092792	0.09788419263
1964	0.9927092792	0.09783982573
1965	0.9927092792	0.09776606929
1966	0.9927092792	0.09773141926
1967	0.9927092792	0.09766856221
1968	0.9928135689	0.09761766797
1969	0.9928135689	0.09756017229
1970	0.9928135689	0.09753569412
1971	0.9928135689	0.09751002297
1972	0.9928135689	0.09747316386
1973	0.9927092037	0.09741489125
1974	0.9928135689	0.09734962396
1975	0.9928135689	0.09731076453
1976	0.9928135689	0.09725954897
1977	0.9928135689	0.09724697231
1978	0.9928135689	0.09719152115
1979	0.9928131268	0.09710854065
1980	0.9929174173	0.09707161886
1981	0.9928131268	0.0970000322
1982	0.9928131268	0.09696045662
1983	0.9929173096	0.09693553543
1984	0.9929173096	0.09685772111
1985	0.9929173096	0.09682083709
1986	0.9929173096	0.09678617475
1987	0.9929173096	0.09672354704
1988	0.9929173096	0.09669331883
1989	0.9929173096	0.09666739546
1990	0.992813138	0.09660874018
1991	0.9929174285	0.09655252351
1992	0.9930216001	0.09649299275
1993	0.9930216001	0.0964764943
1994	0.9930216001	0.09643036822
1995	0.9930216001	0.09639766079
1996	0.9930216001	0.09632798766
1997	0.9930216001	0.09631210046
1998	0.9930216001	0.09623513422
1999	0.9930216001	0.0961750642
2000	0.9930216001	0.0961456006
2001	0.9930216001	0.09610222339
2002	0.9930216001	0.09605747762
2003	0.9930216001	0.09599286808
2004	0.9930216001	0.09592654418
2005	0.9930216001	0.0958775419
2006	0.9930216001	0.09580344438
2007	0.9930216001	0.0957437908
2008	0.9930216001	0.09570150375
2009	0.99312577	0.095653454
2010	0.99312577	0.09564157203
2011	0.99312577	0.09562728009
2012	0.99312577	0.09561404613
2013	0.99312577	0.09554364001
2014	0.99312577	0.09552394009
2015	0.99312577	0.09546294702
2016	0.99312577	0.09544923384
2017	0.99312577	0.0954099348
2018	0.99312577	0.0953899821
2019	0.99312577	0.0953737987
2020	0.99312577	0.09530388357
2021	0.99312577	0.09522011082
2022	0.99312577	0.09520468051
2023	0.99312577	0.0951590887
2024	0.99312577	0.09508400687
2025	0.99312577	0.0950276308
2026	0.99312577	0.09499880093
2027	0.99312577	0.09498138692
2028	0.99312577	0.0949682824
2029	0.99312577	0.09493639685
2030	0.9932300599	0.09491079684
2031	0.9932300599	0.09485306044
2032	0.9932300599	0.09484228741
2033	0.9932300599	0.09476435879
2034	0.9932300599	0.09469622881
2035	0.9932300599	0.09463137949
2036	0.9932300599	0.09458253223
2037	0.99312577	0.09446615919
2038	0.99312577	0.09443814152
2039	0.9932296164	0.09436376314
2040	0.9932296164	0.09431333951
2041	0.9932296164	0.09427618328
2042	0.9933339071	0.09425757391
2043	0.9932296164	0.0942348726
2044	0.9933339071	0.09419208621
2045	0.9933339071	0.09413068147
2046	0.9933339071	0.09408854057
2047	0.9933339071	0.09404468337
2048	0.9933339071	0.09399286
2049	0.9934379517	0.09394431389
2050	0.9934379517	0.09387486913
2051	0.9934379517	0.09383451887
2052	0.9935423113	0.09375765212
2053	0.9935423113	0.09371878728
2054	0.9935423113	0.09367562308
2055	0.9935423113	0.09362902787
2056	0.993646668	0.09358512016
2057	0.993646668	0.09354807734
2058	0.9935423113	0.09351923769
2059	0.9935423113	0.09350113132
2060	0.9934379517	0.09343651069
2061	0.9934379517	0.09341120116
2062	0.9934379517	0.09339730907
2063	0.9934379517	0.09334121645
2064	0.9935423113	0.09327548621
2065	0.9935423113	0.09320420095
2066	0.9935423113	0.09313408555
2067	0.9935423113	0.09310805032
2068	0.9935423113	0.09308728943
2069	0.9935423113	0.09304374719
2070	0.9935423113	0.09301945444
2071	0.993646668	0.09297129231
2072	0.993646668	0.0929467798
2073	0.993646668	0.09284826379
2074	0.993646668	0.09283666874
2075	0.993646668	0.09282688605
2076	0.993646668	0.09274629391
2077	0.9935423113	0.09270657842
2078	0.993646668	0.09265256616
2079	0.993646668	0.09259078992
2080	0.9938545471	0.09251041583
2081	0.9938545471	0.09249065708
2082	0.9939587113	0.09242856207
2083	0.9938548657	0.09238421126
2084	0.9939587113	0.09235735635
2085	0.9939587113	0.09232278887
2086	0.9939587113	0.09228160733
2087	0.9939587113	0.09221590434
2088	0.9938548657	0.09214952254
2089	0.9938548657	0.09212942388
2090	0.9938548657	0.09209012041
2091	0.9939587113	0.09201531504
2092	0.9939587113	0.09198475065
2093	0.9939587113	0.09193870499
2094	0.9938543517	0.09192340908
2095	0.9938543517	0.0919085158
2096	0.9938543517	0.09189407167
2097	0.9939587113	0.0918166368
2098	0.9939587113	0.09180190569
2099	0.9939587113	0.0917559302
2100	0.9939587113	0.0916905247
2101	0.9938544192	0.09163435638
2102	0.9938544192	0.09157967389
2103	0.9939587113	0.0915140288
2104	0.9939587113	0.09147190857
2105	0.9939587113	0.09145818766
2106	0.9939587113	0.09143888534
2107	0.9938544192	0.0914166772
2108	0.9939587113	0.09138198311
2109	0.9939587113	0.0912994175
2110	0.9939587113	0.0912496272
2111	0.9939587113	0.09121659729
2112	0.9939587113	0.09116492275
2113	0.9940628914	0.0910890908
2114	0.9940628914	0.09106212845
2115	0.9940628914	0.09102706083
2116	0.9940628914	0.09097532791
2117	0.9941670609	0.09093862418
2118	0.9942712291	0.09090797292
2119	0.9941670609	0.09087802106
2120	0.9941670609	0.09080952559
2121	0.9941670609	0.09077294495
2122	0.9941670609	0.09071231442
2123	0.9941670609	0.09065844745
2124	0.9943753946	0.09061565398
2125	0.9942712255	0.09056501668
2126	0.9943753946	0.09051323298
2127	0.9944795034	0.09046108926
2128	0.9943751434	0.09042574609
2129	0.9943751434	0.09037176636
2130	0.9943751434	0.09031541542
2131	0.9944795034	0.09028252167
2132	0.9944795034	0.09022068835
2133	0.9944795034	0.09017543519
2134	0.9944795034	0.09012134087
2135	0.9944795034	0.09009340827
2136	0.9944795034	0.09004566276
2137	0.9945836713	0.08999597203
2138	0.9945836713	0.08997124312
2139	0.9944795034	0.08993293357
2140	0.9944795034	0.08986584026
2141	0.9944795034	0.08985424071
2142	0.9945836713	0.08980215469
2143	0.9945836713	0.08978803188
2144	0.9945836713	0.08971622717
2145	0.9945836945	0.08965278438
2146	0.9944795034	0.08961732055
2147	0.9944795034	0.08959433634
2148	0.9944795034	0.08957885627
2149	0.9944795034	0.08951982291
2150	0.9944795034	0.08947534009
2151	0.9945836713	0.08944206725
2152	0.9944795857	0.08937940415
2153	0.9945836945	0.0893479731
2154	0.9945836945	0.08931018266
2155	0.9945834299	0.08926118475
2156	0.9944795857	0.08920707916
2157	0.9946875978	0.08916858869
2158	0.9946875978	0.089155325
2159	0.9946875978	0.0890936597
2160	0.9945834067	0.08907488706
2161	0.9946875978	0.0889953749
2162	0.9945834067	0.08893938773
2163	0.9946875978	0.08888966946
2164	0.9946875978	0.08885531872
2165	0.9946875978	0.08880006309
2166	0.9946875978	0.08873516467
2167	0.9946875978	0.08870435617
2168	0.9946875978	0.08864966716
2169	0.9946875978	0.08860651244
2170	0.9946875978	0.08858578232
2171	0.9946875978	0.08856642176
2172	0.9946875978	0.08852661691
2173	0.9946875978	0.0884659573
2174	0.9946875978	0.08845029085
2175	0.9946875978	0.08837118891
2176	0.9946875978	0.08830731733
2177	0.9946875978	0.08829039791
2178	0.9946875978	0.08825944089
2179	0.9946875978	0.08819285204
2180	0.9946875978	0.08815313229
2181	0.9946875978	0.08814067479
2182	0.9946875978	0.08812971286
2183	0.9946875978	0.08809510166
2184	0.9947917856	0.08802070976
2185	0.9947917856	0.08800687895
2186	0.9947917856	0.08796280022
2187	0.9947917856	0.08791211259
2188	0.9947917856	0.08787262153
2189	0.9947917856	0.08781775486
2190	0.9947917856	0.08778349544
2191	0.9947917856	0.0877696116
2192	0.9947917856	0.08769539745
2193	0.9947917856	0.08766470204
2194	0.9947917856	0.08761392263
2195	0.9947917856	0.08760287398
2196	0.9947917856	0.08755565879
2197	0.9946876176	0.08753520981
2198	0.9947917856	0.08746815641
2199	0.9947917856	0.08745524331
2200	0.9947917856	0.08739713225
2201	0.9947917856	0.08738669225
2202	0.9946876176	0.08733609951
2203	0.9948959586	0.08726795456
2204	0.9947917856	0.08723041584
2205	0.9947917856	0.08719468614
2206	0.9947917856	0.08714213866
2207	0.9947917856	0.08711449638
2208	0.9947917856	0.08707895311
2209	0.9947917856	0.08703163494
2210	0.9947917856	0.08698897068
2211	0.9947917856	0.08696505697
2212	0.9947917856	0.08692466545
2213	0.9948959586	0.08684767773
2214	0.9948959586	0.0868069121
2215	0.9948959586	0.08679640945
2216	0.9948959586	0.08673581943
2217	0.9948959586	0.08672325341
2218	0.9948959586	0.08668155276
2219	0.9948959586	0.0866362472
2220	0.9948959586	0.08661049162
2221	0.9948959586	0.08658992588
2222	0.9948959586	0.08651556582
2223	0.9948959586	0.08647271699
2224	0.9948959586	0.08646111686
2225	0.9948959586	0.08644477509
2226	0.9948959586	0.08638931714
2227	0.9948959586	0.08632546507
2228	0.9948959586	0.08628011585
2229	0.9948959586	0.08622439488
2230	0.9948959586	0.0861597755
2231	0.9948959586	0.08612747993
2232	0.9950002589	0.08608888223
2233	0.9950002589	0.08607502532
2234	0.9950002589	0.08606085313
2235	0.9950002589	0.08601505173
2236	0.9950002589	0.08597004239
2237	0.9950002589	0.08591363157
2238	0.9950002589	0.08585333759
2239	0.9950002589	0.08580001954
2240	0.9950002589	0.08577301446
2241	0.9950002589	0.08575975152
2242	0.9950002589	0.08571468899
2243	0.9950002589	0.08568198853
2244	0.9950002589	0.08563007848
